,기사요약
933,"이어 ""방문 교육·시험 등 찾아가는 서비스와 청각·언어 장애인을 위한 필기시험 제도를 시행하고 장애인 보조기구가 설치된 차량을 도입해 맞춤형 운전교육 서비스를 제공하겠다""며 ""장애인운전지원센터 유치가 장애인의 삶의 질 향상을 위한 초석이 되기를 바란다""고 밝혔다또 ""중장년 주간보호시설을 설립해 중장년 중증장애인에게 의료 서비스 지원 등 맞춤형 돌봄 서비스 지원체계를 마련하겠다""며 ""장애인 평생교육사업 지정 기관을 운영하겠다""고 강조했다"
934,"[영상구성][이광빈 기자]장애인들의 이동권 보장 시위에 대해 국민의힘 이준석 대표가 ""시민의 아침을 볼모로 잡는 부조리""라고 비판하면서 정치권과 시민사회에서 논란이 일어났습니다김 의원의 사과는 장애인 단체의 시위를 이렇게 평가한 국민의힘 이준석 대표 발언 이후 이뤄졌습니다이 대표는 장애인 단체가 지난해 12월부터 시작한 지하철 시위의 방식과 대상에 문제가 있다며 여러 차례 비판해왔습니다&lt;이준석 / 국민의힘 대표(지난달 28일)&gt; ""최대 다수 불행과 불편을 야기해야 본인들의 주장이 관철된다는 비문명적인 관점으로 불법 시위를 지속하고 있습니다서울 시민의 출퇴근 시간을 볼모 잡고 지하철 문에 휠체어를 넣는 방식으로…""민주당과 정의당은, 시민들이 불편을 겪게 된 건 장애인 이동권에 정치가 책임을 다하지 못했기 때문이라고 강조했습니다정치권과 정부가 저상버스 도입 확대 등의 약속을 제대로 지키지 않았다는 것인데, 이들 정당은 장애인들이 지하철뿐만 아니라 전반적인 대중교통 이동권을 보장해달라며 시위하는 것이라고 이 대표를 비판했습니다""논란이 가라앉지 않자 대통령직인수위 위원들이 장애인 단체의 출근길 지하철역 시위 현장을 찾았습니다[이광빈 기자] 장애인 단체들은 왜 매일 아침 지하철 시위를 이어갔던 걸까요['지하철역서 휠체어 직접 타보니'…갈길 먼 장애인 이동권 / 홍정원 기자]출근길 지하철역 승강장에서는 삭발식이 한창입니다&lt;현장음&gt; ""전국장애인차별철폐연대의 휠체어가 승차하고 있습니다2001년과 2002년 각각 오이도역과 발산역 리프트 추락 사고 이후 장애인 이동권에 대한 인식이 높아졌지만 개선은 더딥니다&lt;현장음&gt; ""다시 계단을 만났습니다&lt;현장음&gt; ""엘리베이터를 4번을 탔는데 지하철을 갈아타려면 다시 리프트를 타야 한다고 합니다&lt;현장음&gt; ""고맙습니다[코너:이광빈 기자]앞서 홍정원 기자가 직접 휠체어에 의존해 지하철을 탄 것을 보셨는데요'무의'가 무슨 의미인가요?활동하시는 동안 이동권이 많이 향상된걸 느끼셨나요?지금 장애인의 지하철 이동권에 대해 관심이 쏠려있는데, 다른 대중교통 이용 상황은 어떤가요?앞으로 장애인 이동권 확대와 관련해 활동 계획은 어떻습니까?지금까지 '무의'의 홍윤의 이사장님과 말씀 나눠봤습니다[이광빈 기자] 앞서 보신 것처럼 장애인 단체가 이동권 보장을 요구해 온 장장 20년의 시간 동안 숱한 대책들이 나왔습니다개정안에는 장애인 콜택시 등 특별교통수단의 운영을 지원하는 등의 내용이 담겨 있습니다그런데 법 조항을 뜯어보면 국가가 장애인 콜택시를 운영하는 이동지원센터에 자금을 지원할 수 있게 돼 있습니다시행령에는 장애인 콜택시 등 특별운송사업이 정부 보조금 제외 사업으로 지정돼 있습니다지난해 말 기준 전국에 보급된 장애인 콜택시는 3,900여대로 법정 기준인 약 4,700대에 15% 넘게 미치지 못했습니다독일에서는 대중교통을 이용하는 장애인 때문에 시간이 지연되는 일이 발생하더라도, 불평하는 시민들의 눈빛을 찾기가 쉬지 않습니다"
935,"신선한 깨달음을 안겨주었던 이 항목에는 업무현장에서 장애를 지닌 직원과 손님을 어떻게 대해야 하는지에 대한 내용이 담겨 있었다그래서 인생의 어느 시점이 되면 영구적 혹은 일시적 장애를 지닐 가능성이 커진다LCBO는 우리의 업무현장이 모두를 아우르며 누구에게나 접근 가능한 곳임을 확실히 하고자 한다그리고 고객에 대해서는, 장애의 유무와 관계없이 모두를 환영하는 매장 분위기를 조성하기 위해 최선을 다하고 있다공감이란 다른 사람의 감정을 이해하고 공유하는 능력을 말한다, 공감하기 위해 그 사람과 똑같은 경험이 필요한 것은 아니다, 단지 그의 감정이나 어려움을 이해할 수 있으면 된다, 그의 어려움이 어디에서 비롯되고 있는지를 그의 입장에서 바라보아야 하는 것이다, 라는 말이었다그런 뒤 그녀의 질문을 전달할 수 있는 다른 방법이 있는지 물어본다그런 뒤 그녀의 질문을 적어줄 수 있는지 물어본다자신이 할 수 있는 것과 할 수 없는 것을 잘 알고 있는 것은 장애인 당사자이므로 의사소통할 수 있는 다른 방법을 제시해달라고 요청하는 것이 최선이라는 것이다에이다는 보이지 않는 장애를 가진 경우였다일정 기간 깁스를 하고 있는 사람도, 아기를 안고 있어서 무거운 물건을 들 수 없는 사람도 일시적 혹은 상황에 따른 장애를 지닌 것이라고 여긴다면, 그건 다름 아닌 '장애'라는 개념의 확장일 터였다그렇다면 장애를 바라보는 시각 또한 크게 달라질 수 있겠구나 싶었다장애인에 대한 공감과 이해를 논할 때 ""누구나 장애인이 될 수 있다""는 말을 하곤 한다하지만, '일시적 장애'와 '상황에 따른 장애'도 장애라고 한다면, 다시 말해 어떤 일을 수행하는 데 있어서의 제약 혹은 불편함으로 장애를 해석한다면 어떨까?다음은 장애를 지닌 직원 조셉의 이야기였다어떤 사건이 있었으며 그 사건이 일에 어떻게 영향을 미치고 있는지를 마리아에게 말한 뒤 가능한 합의점을 논의하라는 것이다""장애를 수용하는 것이 우리의 '문화'다""         ▲  LCBO는 장애를 수용하는 것이 LCBO의 문화라고 했다ⓒ pixabay    LCBO는 장애를 수용하는 것이 LCBO의 문화라고 했다LCBO는 직원 모두를 포괄하는 공평한 문화를 만드는 데 전념하고 있으며, 영구 장애든 일시적 장애든 직원들이 자신의 장애에 대한 노사 간 합의점을 찾도록 요구하는 데 있어 불편함을 느끼지 말아야 한다는 것이다"
936,"/사진=김성진 기자해가 저문 지난달 31일 저녁 7시쯤 평소처럼 지하철 3호선을 타러 가는 길최근 전국장애인차별철폐연대(전장연)는 지하철 승하차 시위에 나섰다가 비난을 받았다서울 충무로역을 휠체어 타고 이동하려면 7번 출구 부근 엘리베이터를 타야 한다지난달 31일 저녁 7시쯤, 휠체어 탄 기자가 지하철을 타러 1번 출구에서 약 200m를 이동해 엘리베이터를 타는 모습10분쯤 지나 도착한 엘리베이터 앞에는 중년 여성 두명이 기다리고 있었다엘리베이터를 타고 지하1층에 내려오니 휠체어 타고 지날 수 있는 넓은 문은 10여개 개찰구 중 가장 멀리 떨어져 있었다두 다리로 걸을 때는 이 문을 열고 다니는 게 일도 아니었지만, 휠체어를 타니 한 손은 문을 붙잡고 한 손은 바퀴를 굴려야 해 이 문을 지나기도 쉽지 않았다/사진=김성진 기자개찰구는 지하 1층 엘리베이터 출구에서 10m 거리에 있었다서울 충무로역 지상에서 지하 4층 3호선 승강장에 가려면 엘리베이터를 한번 갈아타야 한다휠체어 탄 장애인들은 이 '엘리베이터 동선'을 파악하는 것도 고역이라고 말한다가령, 지하철 2, 4, 5호선이 지나는 동대문역사문화공원역은 4호선에서 2호선으로 환승하려면 첫 엘리베이터로 지하 3층에서 지하 1층에 올라간 뒤, 두번째 엘리베이터로 지하 1층에서 지하 2층으로 도로 내려가야 한다휠체어를 타고 환승하려면 한쪽 호선 엘리베이터로 아예 역 밖에 나간 뒤 약 310m를 이동해 다른쪽 호선 엘리베이터를 타야 한다서울 충무로역 지상에서 지하 4층 3호선 승강장에 가려면 역 안에서 엘리베이터를 한번 갈아타야 한다/사진=김성진 기자━버스에 휠체어 고정 안돼 '당혹'지난달 31일 휠체어 탄 기자가 승강장에 도착한 모습전장연은 지난달 30일 지하철 승하차 시위를 잠시 중단했다정다운 전장연 정책실장은 ""이번 시위로 시민들 눈에 휠체어 탄 장애인들이 보이기 시작했다""며 ""아무도 몰랐던 문제가 드러났다""고 말했다이번 투쟁을 시위가 아닌 장애인들의 '지하철 타기'라 불러달라""고 말했다"
937,"본지, 활동가와 부산 안전 점검- 승강장-전동차 간격 10㎝ 초과- 환승역 포함 10곳 ‘이동권 침해’- 시각장애인 발빠짐 사고도 빈번모든 장애인이 아무런 도움 없이 이용할 수 있어야 하는 부산도시철도가 실제로는 곳곳에 지뢰처럼 깔린 연단간격(플랫폼-전동차 간 틈) 등으로 장애인의 실질적 이동권을 보장하지 못한다는 지적이 나온다19일 오후 부산도시철도 연산역에서 전동 휠체어를 탄 김승일 장애인 활동가가 전동차 탑승을 위해 플랫폼과 전동차 간의 틈을 지나려 하고 있다이날 김 활동가는 서면역 4-2 플랫폼, 연산역 1-2 플랫폼에서 탑승하던 도중 바퀴가 끼어 도움을 받아야 했다김 활동가는 “이곳에 하차할 때는 속도를 내야 하다 보니 사람과 부딪힌 적도 적지 않았다”고 말했다부산도시철도 114개 역사 중 연단간격이 10㎝를 초과하는 역은 서면역과 연산역을 포함해 모두 10곳(9%)이다"
938,"교통약자 사업은 저상버스 도입 보조, 교통약자 이동편의 실태 조사, 특별교통수단 도입 보조, 장애물 없는 생활환경(BF) 인증 시범사업, 교통약자 장거리 이동지원, 교통약자 이동편의 증진계획 등 6개 세부내역으로 구성돼 있다올해 ‘교통약자 이동권’ 예산은 전년(727억1000만원)보다 50%가량 증가한 것이다하지만 올해 특별교통수단 도입 보조 사업에 편성된 예산은 93억6100만원에 그쳤다"
939,"[주장] 장애인·교통약자 이동권, 보장받아야 할 보편적 권리이며 생존권장애인 단체는 지난해 12월부터 출근길 지하철 타기 행동을 통해 장애인권리예산과 장애인권리 4개 법안인 장애인권리보장법, 장애인 탈시설 지원법, 장애인 평생교육법, 특수교육법을 요구하여 왔다20 교통약자와 장애인의 이동권 확보를 위한 시민대행진에서 당시 국회의원과 내무부 장관은 휠체어를 타고 대중교통을 이용하는 체험을 통해 장애인 이동권 확보의 필요성에 공감하였다ⓒ 김광일   장애인의 이동권 투쟁은 2001년 1월, 설을 맞아 역귀성한 장애인 노부부 중 한 명이 오이도역 장애인용 리프트를 이용하다 추락해 사망하면서 본격화됐다이후 서울시는 지하철 승강기 설치, 저상버스 도입 등 장애인을 위한 교통편의시설의 설치와 공급을 약속하고 추진하였고 정부는 2005년 교통약자의 이동권을 보장하기 위한 '교통약자이동편의 증진법'을 제정하였다장애인·교통약자에 대한 이동권은 보장돼 왔는가?지하철 승강기 설치, 저상버스 보급, 장애인 콜택시 운영 등 장애인과 교통약자를 위한 이동시설이 증가되었음에도 불구하고 장애인은 왜 아직도 이동권을 보장하라는 목소리를 내어야만 할까?현재 전국 노선버스의 저상버스 보급률은 28지하철의 경우도 환승역사에서의 각 노선간 승강장 이동을 위해 필요한 장애인용 리프트나 엘리베이터가 미비하거나 고장나 있고 경로 안내가 부실하여 있으나 마나한 곳도 많은 상황이다비장애인들은 지하철 시위로 인한 이용의 불편함에 대해 장애인 단체의 행동을 탓하기에 앞서 동시대를 살아가는 같은 시민으로서 장애인 이동권 보장의 필요성에 공감하고 이해하는 연대 의식을 발휘해주었으면 한다"
940,"[KBS 전주] [앵커] 장애인단체가 서울 지하철 출근길 탑승 시위를 20여 일 만에 다시 시작했지요어제(21일) 서울에서  출근길 지하철 탑승 시위가  다시 시작된 가운데, 전북에서도 장애인 이동권 보장을 요구하며  단체 행동을 벌인 겁니다저상버스와 장애인 콜택시를 늘리겠다면서 정작 예산은 보장이 안 됐다는 겁니다평생교육이나 탈시설에 필요한 예산에 대해서도  뚜렷한 답변을 달라고 요구했습니다"
941,"국민의힘 이준석 대표는 지난 25일 자신의 SNS에 ""문재인 정부 하의 박원순 시정에서 장애인 이동권을 위해 했던 약속을 지키지 못했다는 이유로, 오세훈 시장이 들어선 뒤 지속적으로 시위를 계속하고 있다""고 했습니다최근 논란이 되고 있는 장애인 단체의 지하철 승·하차 시위를 비판하면서 쓴 글입니다약속은 박원순 전 시장이 했는데 정작 시위는 오세훈 시장 때 하고 있다, 즉, 장애인 단체가 '정치적 시위'를 하고 있다는 뜻으로 읽힙니다장애인 단체의 지하철 승·하차 시위 역사부터 살펴봤습니다장애인들은 분노했고, 이 죽음을 계기로 장애인 이동권 확보를 위한 시위가 시작돼 지금까지 이어지고 있습니다사실은 팀이 최근 10년간 장애인 단체의 지하철 승·하차 시위를 직접 정리해 봤습니다장애인 단체의 지하철 승·하차 시위는, 오세훈 시장이 들어서기 훨씬 전부터 꽤 오랜 기간 지속돼 왔음을 알 수 있습니다이 때문에 온라인 게시판에서는 장애인 단체가 정치적 의도를 갖고 시위를 하고 있다는 말도 나옵니다다만, 최근의 시위는 2017년 10월 신길역 리프트에서 발생한 장애인 추락 사망 사고의 연장선에 있습니다2018년 8월 14일, 장애인차별철폐연대 회원들이 서울 지하철 1호선 시청역 승강장에서 승·하차 시위를 위한 그린라이트 선포 기자회견을 하고 있다그렇다면, 장애인 단체에서는 왜 이렇게 오랜 기간 승·하차 시위를 이어가는 걸까요장애인 단체들은 '지켜지지 않은 약속'을 말하고 있습니다하지만, 지금까지 설치되지 못한 역이 여전히 21곳이 있습니다이준석 대표는 28일 국민의힘 최고위원회의와 29일 한 라디오 방송 출연해 ""장애인 단체는 장애인 이동권을 위한 지하철 엘리베이터가 100%가 안 됐다고 주장하지만 94% 정도가 완료됐다""면서 ""설치가 안 되는 곳은 70년대 지어져 엘리베이터 넣을 구조가 안 나오거나, 사유지를 뚫지 않고서 설치할 수 없는 곳들""이라고 말했습니다""이번 시위는 지하철 엘리베이터 확보뿐만 아니라 장애인 이동권을 위한 행동""이라는 답변이 돌아왔습니다지하철 문제는 일부일 뿐이고, 장애인 이동권 문제는 여전히 갈 길이 멀다는 의미입니다정부는 이 법에 따라 2007년부터 '교통약자 이동편의 증진 5개년 계획'을 수립했는데, 저상버스 도입은 바로 이 계획에 근거하고 있습니다전장연은 오늘부터 지하철 승·하차 시위를 중단하기로 했습니다"
942,[사진 출처 = 연합뉴스] 장애인 이동권 예산 확보 등을 촉구해온 전국장애인차별철폐연대(전장연)가 3일 오전 서울 출근길 지하철에서 '오체투지' 방식의 시위를 재개했다전장연은 이날 오전 9시께 지하철 3호선 안국역 승강장에서 휠체어에서 내려 기어서 지하철에 탑승하는 시위를 벌였다
943,"고민정·진성준 의원 페이스북 캡처     장애인 이동권 보장 등을 촉구하는 장애인 단체 목소리에 힘을 보태고자 시작된 이른바 ‘휠체어 챌린지’에 더불어민주당 의원들이 잇따라 참여했다◆민주당 의원들, SNS에 연이어 ‘휠체어 챌린지’ 글…누리꾼들은 엇갈린 반응   척수장애인인 최혜영 의원의 지난달 의원총회 제안에서 시작한 휠체어 출근 챌린지에는 지금까지 고민정, 김주영, 김태년, 박홍근, 신현영, 유정주, 이동주, 이수진(비례), 이용빈, 전용기, 진성준, 최강욱 의원 등이 동참했다최강욱 의원 페이스북 캡처     진성준 의원은 “우리 사회가 장애인들의 어려움, 불편을 더욱 세심하게 살펴야겠다”며 “‘배리어프리 설계’는 시대의 요구다”라고 강조했다진성준 의원은 자신의 사회관계망서비스(SNS)에 올린 글에서 “우리 사회가 장애인들의 어려움, 불편을 더욱 세심하게 살펴야겠다”며 “‘배리어프리 설계’는 시대의 요구다”라고 강조했다진성준 의원은 자신의 사회관계망서비스(SNS)에 올린 글에서 “우리 사회가 장애인들의 어려움, 불편을 더욱 세심하게 살펴야겠다”며 “‘배리어프리 설계’는 시대의 요구다”라고 강조했다진성준 의원 페이스북 영상 캡처     민주당 의원들의 ‘휠체어 챌린지’를 보는 누리꾼들 반응은 엇갈린다"
944,"전국장애인차별철폐연대(전장연) 회원들과 김예지 국민의힘 의원이 28일 서울 종로구 경복궁역 3호선에서 장애인 이동권 보장·장애인 권리예산 반영을 요구하기 위해 열린 지하철 시위 '출근길 지하철 탑니다'를 위해 탑승하고 있다&lt;국회사진공동취재단, 연합뉴스&gt;    정치권에서 전국장애인차별철폐연대(전장연)의 출퇴근 시간 지하철 시위를 두고 '갑론을박'이 벌어지고 있는 가운데, 장애인 이동권 보장 실태에도 많은 관심이 쏠리고 있다국토교통부가 지난해 5월 펴낸 '교통약자 이동편의 실태조사 연구' 보고서에 따르면 2020년 전국 저상버스 보급률과 장애인 객차 비율은 각각 27지난해 12월 6일 이후 장애인 인권단체는 서울 지하철에서 출퇴근 시간대에 시위를 벌이고 있다출근길 불편함, 상상만 해도 짜증 나는 일""이라며 ""정치권이 해결하지 못한 일 때문에 여러분들이 불편을 겪게 해서 죄송하다""고 지하철 이용객들을 향해서도 고개를 숙였다발언을 마친 김 의원과 장 의원은 전장연 회원들과 함께 지하철에 탑승해 '장애인 권리예산 보장 77차 혜화역 승강장 출근 선전전'이 열리는 4호선 혜화역으로 이동했다"
945,"&lt;박경석 전국장애인차별철폐연대 대표&gt;- 인수위, 검토해서 답 준다더니 종이쪼가리 한 장도 안 줘- 장애인 관련 예산, 서울과 지방 격차 커9MHz &lt;김종배의 시선집중&gt;(07:05~08:30)■ 진행 : 김종배 시사평론가■ 대담 : 박경석 전국장애인차별철폐연대 대표☏ 진행자 &gt; 어제 윤석열 당선인이 장애인의 날을 맞아서 이동권 문제를 비롯한 장애인들의 권리를 확대하겠다 이렇게 밝혔습니다나와 계시죠?☏ 박경석 &gt; 안녕하십니까?☏ 진행자 &gt; 왜 이렇게 결정을 내리신 거예요?☏ 박경석 &gt; 인수위에서 브리핑한 내용을 근거로 한다면 기존에 정부들이 이야기했던 것과 크게 다르지 않고 그리고 거기에 대한 구체적 실현에 대한 책임과 계획이 아무것도 없는 그런 확대하겠다 검토하겠다 라는 정도로 그쳤습니다☏ 진행자 &gt; 인수위가 내놓은 걸 보면 2023년부터 저상버스 의무교체하고☏ 박경석 &gt; 그건요☏ 진행자 &gt; 이미 법이 그렇게 개정됐습니까?☏ 박경석 &gt; 예☏ 진행자 &gt; 5월 2일까지 추경호 경제부총리 후보자가 답을 내야 한다고 이렇게 요구했던 이유가 바로 그것 때문입니까?☏ 박경석 &gt; 그렇죠☏ 진행자 &gt; 그랬나요?☏ 박경석 &gt; 예, 차기 정부의 몫이라고 하면서 인수위는 또 피해가버렸습니다☏ 진행자 &gt; 그러면 그때 어디까지 얘기가 됐던 거였어요?☏ 박경석 &gt; 그때 저희가 지금 제출한 제가 말하고 있는 모든 내용들을 문서로 정리해서 전달한 겁니다☏ 진행자 &gt; 제가 질문으로 소화했던 그 내용도 사전에 전장연이나 이런 쪽에 사전 설명 없이 그냥 브리핑만 한 겁니까?☏ 박경석 &gt; 네, 그렇습니다☏ 박경석 &gt; 기획재정부가 가지고 있는 보조금법에 대해서 그래서 특별교통수단에 중앙정부책임을 할 수 있는 지방교부금을 서울은 5:5 지방은 7:3 보통 별표1에 있는 보조금법 시행령 4조 별표1에 있는 내용인데 이것을 그렇게 하겠다고 이야기해야 되는 겁니다☏ 진행자 &gt; 특별교통수단 관련해서 지금 장애인 콜택시 경우도 여기 해당되는 건데 지자체마다 예산 형편이 다르다 보니까 너무 편차가 크다☏ 진행자 &gt; 그런데 지금은 상당 부분이 지자체로 떠넘겨져 있다 이런 말씀이신 거고요☏ 진행자 &gt; 그 다음에 개인예산제 이야기가 나오던데 이건 뭡니까?☏ 박경석 &gt; 개인예산제를 해서 장애인들의 서비스를 선택할 수 있도록 자기결정권을 주겠다 라는 것이 개인예산제 핵심이거든요그런데 이것을 실행하기 위해서는 OECD 국가의 장애인 예산이 꼴찌인 나라가 평균 이상인 나라가 시행하고 있는 이런 개인예산제를 그러면 OECD 평균 이상을 만들어놓고 이 이야기를 하셔야 돼요그런데 장애인 예산과 관련해서 저희가 요구하고 있는 예산도 반영 하지 않겠다 검토하고 있다 너무 과하다 이렇게 이야기하셨는데 특히 이준석 당대표는 마치 3조 4조 요구하는 것처럼 어마어마한 돈을 요구하고 있는 것처럼 저희들을 매도하고 있는 상황에서 그러면 이것을 장애인 권리를 보장할 수 있는 예산 얼마를 반영하겠다 이게 먼저 선행돼야 의미 있는 것 아닙니까?무슨 선택을 이야기하겠습니까?☏ 진행자 &gt; 선택지 자체가 없는데 뭘 선택하라는 말이냐☏ 박경석 &gt; 그럼요오늘 조간을 보니까 대표님께서 추경호 후보자가 예산 관련해서 답변을 약속하면 내일이라도 시위를 멈추겠다 이렇게 말씀하신 적 있습니까?☏ 박경석 &gt; 맞습니다그럼에도 불구하고 저희는 이 문제가 한 마디라도 책임 있게 정치권이 답을 할 수 있도록 이렇게 좀 함께 해주시면 너무 감사하겠습니다의견차나 좁혀지지 않았나요?☏ 박경석 &gt; 의견차를 좁히기 위해서는 이준석 국민의힘 당 대표께서 저희 요구에 대해서 조금이라도 관심 가지고 거기에 대한 대안을 가지고 이야기를 했으면 좋겠어요그럼에도 불구하고 이 문제에 대해서 진지하게 접근하는 이런 것들이 있어야지만 의견이 좁혀질 것 아니겠습니까?☏ 진행자 &gt; 꼭 이준석 대표만이 아니라요☏ 진행자 &gt; 지금까지 박경석 전국장애인차별철폐연대 대표와 함께 했는데요"
946,"전장연 측이 '저상버스 도입 의무화를 기획재정부가 돈 문제로 반대한다""고 하자 ""기재부 혼내는 방법은 대선 성공밖에 없다""며 ""이동권에 계속 관심을 가지겠다""고 했단 겁니다[이준석/국민의힘 대표 : 다수의 불편을 야기해서 본인들의 뜻을 관철하는 것은 매우 비문명적이라고…]장애인 단체는 황당하다는 반응입니다전장연 측은 대선 이후에도 인수위에 저상버스 확충 등 장애인 권리 예산 확보를 요구했지만, 아무런 대답을 듣지 못했다고 주장했습니다대부분 장애인 단체들이 탈시설의 속도에 대한 견해가 다를 뿐이라는 겁니다"
947,"당장 오늘도 비장애인이지만 다리가 불편하거나, 짐이 많아 지하철역에서 엘리베이터 타신 분들 있으실 텐데요,이렇게 교통약자나 시민들이 당연하게 사용하고 있는 지하철 내 엘리베이터는 어떻게 보면 장애인들의 권리 투쟁으로 얻은 결과인 셈이죠저상버스 역시 장애인 이동권 투쟁으로 도입됐는데요지하철 환승을 위해 동선을 안내해주는 '교통약자 환승지도'도 장애인과 비장애인들이 직접 휠체어를 타고 지하철 곳곳을 누벼 탄생했는데요, 휠체어 사용자뿐 아니라 유아차를 끌고 다니는 부모님들도 많이 이용한다고 합니다"
948,"장애인 단체 측은 인수위가 책임있는 답변을  내놓으라며 당분간 매일 시위를 이어가기로 했습니다장애인 이동권 보장 등을 요구하는 단체에서 오늘 아침 서울 시청역과 경복궁역을 찾아 출근길 지하철 시위를 벌였습니다""] 이 단체는 장애인 권리 예산에 대한 인수위 답변을 기다리겠다며 지난달 말 시위를 잠정 중단했지만  22일 만인 오늘 재개했습니다어느 정도 장애인 분들을 이해할 수 있고"
949,"최 예비후보는 “찾아가는 마을버스는 수요가 거의 없지만, 반드시 버스 등 대중교통이 운행되어야 하는 지역에 적합하고 벽지노선을 대체하는 새로운 교통수단이 될 것”이라고 말했다찾아가는 마을버스는 기존 버스노선과 연계하여 버스운행을 탄력적으로 운영하는 농촌 지역의 새로운 교통모델이 될 것으로 보인다"
950,"20일 오후 부산시청 앞에서 부산지역 장애인 단체들이 장애인 자립생활 권리보장을 위한 기자회견을 열고 있다부산장애인자립생활센터총연합회 제공42번째 장애인의 날을 맞아 부산 장애인단체가 동등한 이동권 보장 등 내용을 담은 장애인 자립 생활 관련 정책을 부산시에 전달했다이들 단체는 기자회견을 마친 뒤 장애인 이동권 확충, 중증장애인 일상생활 지원, 자립생활 지원정책 확립 등 8개 분야 21개 세부정책이 담긴 제안서를 부산시에 전달했다"
951,"이종성 국민의힘 의원, 국회 토론회서 ""외국 장애인들, 전장연 영상 보면 많이 놀라"" 주장   원더풀!"" 이종성 국민의힘 의원이 전국장애인차별철폐연대의 이동권 관련 투쟁 영상을 ""외국 장애인들이 보고 많이 놀란다""라며 1일 전한 말이다▲  국민의힘 이종성 의원이 1일 서울 여의도 국회의원회관에서 열린 '장애인 개인예산제 도입 방안과 과제' 토론회에서 개회사를 하고 있다▲  국민의힘 이종성 의원이 1일 서울 여의도 국회의원회관에서 열린 '장애인 개인예산제 도입 방안과 과제' 토론회에서 개회사를 하고 있다ⓒ 공동취재사진   이 의원은 1일 오후 이 의원실과 한국지체장애인협회, 한국장애인단체총연합회가 주최하여 국회 의원회관에서 열린 '장애인 개인예산제 도입 방안과 과제' 토론회에 참석해 마이크를 잡았다종합하면, 한국 지하철의 장애인 이동권 관련 인프라는 해외와 비교해도 높은 수준으로 이미 구축이 되어 있고, 지하철 엘리베이터가 이동권 문제를 100% 해결할 수는 없으니 다른 정책적 대안들을 제공해야 한다는 취지로 읽힌다▲  국민의힘 이준석 대표가 1일 서울 여의도 국회의원회관에서 열린 이종성 의원실 주최 '장애인 개인예산제 도입 방안과 과제' 토론회에서 축사하고 있다"
952,"※ 이준석 국민의힘 대표가 페이스북 등을 통해 전국장애인차별연대(이하 전장연)의 지하철 시위를 비판하면서 ‘장애인 이동권 문제’가 주목을 받았습니다박원순의 약속?이 대표는 3월25일 페이스북에 “문재인 정부 하의 박원순 시정에서 장애인 이동권을 위해 했던 약속들을 지키지 못했다는 이유로 오세훈 시장이 들어선 뒤에 지속적으로 시위를 하는 것은 의아한 부분”이라는 글을 적어 전장연을 겨냥했다당시 활동가들은 처음으로 지하철 선로에 내려가 시위를 진행했다이 약속이 이행되지 않자 서울시는 박원순 전 서울시장 시절이던 2015년 12월3일 ‘장애인 이동 편의 증진을 위한 서울시 선언 및 세부실천 계획’을 발표하며 다시 장애인 이동권 보장을 약속했다2022년까지 지하철 전 역사 엘리베이터 100% 설치2025년까지 저상버스 100% 도입2017년까지 마을저상버스 도입승강장과 열차 간 바퀴 빠짐 방지 등이렇게 약속한 뒤에도 리프트 사망 사고는 끊이지 않았다이에 전장연은 지난해 12월6일부터 출근길 지하철 타기 시위를 벌여왔다맥락 자른 악의적 영상 공유전장연 시위가 이어지자, 이준석 대표는 페이스북에 “할머니 임종 지키러 가야 된다는 시민의 울부짖음에 버스 타고 가라고 응대하는 모습, 더 이상 이걸 정당한 투쟁으로 합리화해서는 안 됩니다”라며 일명 ‘할머니 임종 방해 영상’을 공유하기도 했다이 대표의 이런 발언을 두고 시민 간 갈등을 조정해야 할 정당 대표가 오히려 시민을 ‘갈라치기’ 하고 있다는 비판이 나왔다전국장애인차별철폐연대(전장연) 회원들이 28일 오전 서울 경복궁역 3호선 승강장에서 장애인 이동권 보장·장애인 권리예산 반영을 요구하기 위해 출근 시간대 지하철 시위를 시작하기에 앞서 기자회견을 열고 있다김예지 국민의힘 의원은 3월28일 전장연의 출근길 지하철 시위에 참여해 “헤아리지 못해서, 공감하지 못해서, 적절한 단어 사용으로 소통하지 못해서 정말 죄송하다는 말씀 정치권 대표해서 사과드립니다”라고 말한 뒤 무릎을 꿇었다김 의원은 앞서 3월27일 &lt;한겨레&gt;와의 통화에서 “이준석 대표는 당대표지만 이 대표의 발언은 당론도 아니고, 당의 입장도 아니다국민의힘 중앙장애인위원장인 이종성 의원도 “(이 대표의) 장애인과 비장애인의 대립이라든지, 공권력 등의 발언이 장애인 단체의 감정을 자극한 부분이 있다”고 말했다김은혜 당선자 대변인은 다음날인 30일 오전 서울 통의동 인수위 사무실에서 열린 정례브리핑에서 ‘이 대표의 발언에 대한 윤 당선자의 입장’을 묻는 질문에 “장애인분들의 이동권 문제는 20년 넘게 그분들께서 간절히 바란 것”이라며 “윤 당선자는 대선 후보 시절 저상버스 도입 등을 포함해 장애인 이동권을 지키겠다고 공약한 바 있다"
